date,total_cases,total_death,seoul_cases,seoul_death,close,open,volume,ticker,label
2020-01-21,1,0,0,0,344500,358000,364883,051910,0.5
2020-01-22,1,0,0,0,351500,347500,311524,051910,0.5
2020-01-23,1,0,0,0,348500,347500,260932,051910,0.5
2020-01-24,2,0,0,0,0,0,0,0,0.0
2020-01-25,2,0,0,0,0,0,0,0,0.0
2020-01-26,2,0,0,0,0,0,0,0,0.0
2020-01-27,4,0,0,0,0,0,0,0,0.5
2020-01-28,4,0,0,0,336500,338000,348298,051910,0.5
2020-01-29,4,0,0,0,335000,338000,272147,051910,0.5
2020-01-30,7,0,0,0,343500,338500,642288,051910,0.0
2020-01-31,11,0,0,0,337500,349000,391298,051910,0.5
2020-02-01,12,0,0,0,0,0,0,0,0.0
2020-02-02,15,0,0,0,0,0,0,0,0.0
2020-02-03,15,0,0,0,350000,328500,594448,051910,0.471798561151079
2020-02-04,16,0,0,0,379500,364500,995237,051910,0.4906666666666666
2020-02-05,21,0,0,0,382000,391000,731711,051910,0.5
2020-02-06,24,0,0,0,382000,374500,551088,051910,0.475
2020-02-07,24,0,0,0,386500,377000,392312,051910,0.5
2020-02-08,24,0,0,0,0,0,0,0,0.0
2020-02-09,27,0,0,0,0,0,0,0,0.48
2020-02-10,27,0,0,0,387000,382500,291904,051910,0.4926315789473684
2020-02-11,28,0,0,0,413500,394500,983089,051910,0.4719999999999999
2020-02-12,28,0,0,0,408000,408500,463511,051910,0.5
2020-02-13,28,0,0,0,411500,408500,448366,051910,0.5
2020-02-14,28,0,0,0,413500,416500,301730,051910,0.5
2020-02-15,28,0,0,0,0,0,0,0,0.0
2020-02-16,29,0,0,0,0,0,0,0,0.4871830985915493
2020-02-17,30,0,14,0,419500,420500,514355,051910,0.4781967213114754
2020-02-18,39,0,14,0,418000,418000,366288,051910,0.465
2020-02-19,46,0,15,0,404000,420500,766920,051910,0.0
2020-02-20,104,1,22,0,419000,408500,482732,051910,0.5
2020-02-21,204,1,27,0,407000,407000,400924,051910,0.0
2020-02-22,433,3,30,0,0,0,0,0,0.0
2020-02-23,608,6,31,0,0,0,0,0,0.465
2020-02-24,843,7,35,0,395000,392000,463848,051910,0.0
2020-02-25,977,10,41,0,399500,395500,478820,051910,0.4704444444444444
2020-02-26,1261,12,49,0,395000,394000,334971,051910,0.5
2020-02-27,1766,13,56,0,388000,394000,345104,051910,0.5
2020-02-28,2337,13,62,0,368000,376500,643995,051910,0.5
2020-02-29,3150,17,77,0,0,0,0,0,0.0
2020-03-01,3736,18,87,0,0,0,0,0,0.5
2020-03-02,4212,22,91,0,377000,368500,514325,051910,0.43
2020-03-03,4812,28,98,0,386500,393000,547921,051910,0.4941666666666666
2020-03-04,5328,32,99,0,392000,383500,478790,051910,0.0
2020-03-05,5766,35,103,0,406000,407500,645954,051910,0.5
2020-03-06,6284,44,105,0,400000,401000,357631,051910,0.5
2020-03-07,6767,44,108,0,0,0,0,0,0.0
2020-03-08,7134,50,120,0,0,0,0,0,0.0
2020-03-09,7382,51,130,0,374000,383000,611394,051910,0.0
2020-03-10,7513,54,141,0,373500,371000,660399,051910,0.5
2020-03-11,7755,60,193,0,365000,374000,447847,051910,0.43
2020-03-12,7869,66,212,0,341500,359000,1041370,051910,0.5
2020-03-13,7979,67,225,0,340500,315000,899561,051910,0.0
2020-03-14,8086,72,238,0,0,0,0,0,0.0
2020-03-15,8162,75,247,0,0,0,0,0,0.0
2020-03-16,8236,75,253,0,312500,343000,747892,051910,0.5
2020-03-17,8320,81,265,0,306500,295000,819960,051910,0.49
2020-03-18,8413,84,270,0,280000,307500,946373,051910,0.43
2020-03-19,8565,91,282,0,230000,284500,1394682,051910,0.0
2020-03-20,8652,94,299,0,272500,246000,1306067,051910,0.491551724137931
2020-03-21,8799,102,314,0,0,0,0,0,0.0
2020-03-22,8897,104,324,0,0,0,0,0,0.4737500000000001
2020-03-23,8961,111,330,0,268000,249500,947838,051910,0.5
2020-03-24,9037,120,334,0,288000,283500,966345,051910,0.47
2020-03-25,9137,126,347,0,307500,310000,803831,051910,0.4933333333333333
2020-03-26,9241,131,360,0,299500,309500,720792,051910,0.5
2020-03-27,9332,139,372,0,303500,313000,648602,051910,0.5
2020-03-28,9478,144,390,0,0,0,0,0,0.0
2020-03-29,9583,152,410,0,0,0,0,0,0.45799999999999996
2020-03-30,9661,158,426,0,303000,291000,473701,051910,0.5
2020-03-31,9786,162,450,0,305000,306500,492967,051910,0.0
2020-04-01,9887,165,474,0,292000,305000,599459,051910,0.4299999999999998
2020-04-02,9976,169,488,0,291000,292000,688886,051910,0.5
2020-04-03,10062,174,506,0,290500,300000,540101,051910,0.5
2020-04-04,10156,177,528,0,0,0,0,0,0.0
2020-04-05,10237,183,552,0,0,0,0,0,0.0
2020-04-06,10284,186,563,0,296500,295000,494846,051910,0.464313725490196
2020-04-07,10331,192,567,0,309000,307000,717617,051910,0.0
2020-04-08,10384,200,578,2,313000,308500,616801,051910,0.5
2020-04-09,10423,204,590,2,324500,319000,470177,051910,0.0
2020-04-10,10450,208,595,2,324000,324500,313697,051910,0.0
2020-04-11,10480,211,599,2,0,0,0,0,0.0
2020-04-12,10512,214,602,2,0,0,0,0,0.43
2020-04-13,10537,217,610,2,315000,325500,298575,051910,0.0
2020-04-14,10564,222,612,2,326500,327500,436161,051910,0.5
2020-04-15,10591,225,617,2,0,0,0,0,0.0
2020-04-16,10613,229,619,2,343000,327500,621763,051910,0.465
2020-04-17,10635,230,621,2,362500,352500,753764,051910,0.4745454545454546
2020-04-18,10653,232,622,2,0,0,0,0,0.5
2020-04-19,10661,234,624,2,0,0,0,0,0.0
2020-04-20,10674,236,624,2,351500,362500,504864,051910,0.5
2020-04-21,10683,237,626,2,354000,348000,710608,051910,0.0
2020-04-22,10694,238,628,2,355000,346500,362008,051910,0.0
2020-04-23,10702,240,628,2,361000,360000,343123,051910,0.5
2020-04-24,10708,240,628,2,353500,358000,270535,051910,0.0
2020-04-25,10718,240,629,2,0,0,0,0,0.0
2020-04-26,10728,242,629,2,0,0,0,0,0.0
2020-04-27,10738,243,629,2,353500,353500,445576,051910,0.5
2020-04-28,10752,244,633,2,362500,365000,582497,051910,0.4789999999999999
2020-04-29,10761,246,633,2,376500,368000,566265,051910,0.4883333333333333
2020-04-30,10765,247,633,2,0,0,0,0,0.5
2020-05-01,10774,248,634,2,0,0,0,0,0.0
2020-05-02,10780,250,635,2,0,0,0,0,0.5
2020-05-03,10793,250,637,2,0,0,0,0,0.5
2020-05-04,10801,252,637,2,360000,361000,669179,051910,0.0
2020-05-05,10804,254,637,2,0,0,0,0,0.43
2020-05-06,10806,255,637,2,361000,366500,344167,051910,0.5
2020-05-07,10810,256,637,2,354000,358000,431374,051910,0.4741176470588234
2020-05-08,10822,256,637,2,352500,349000,678484,051910,0.4816666666666666
2020-05-09,10840,256,649,2,0,0,0,0,0.4762
2020-05-10,10874,256,663,2,0,0,0,0,0.4838461538461538
2020-05-11,10909,256,683,2,346500,351500,629395,051910,0.0
2020-05-12,10936,258,695,2,338000,346000,554982,051910,0.5
2020-05-13,10962,259,707,3,352000,330000,861294,051910,0.4876470588235294
2020-05-14,10991,260,711,4,344500,348000,399418,051910,0.4687234042553191
2020-05-15,11018,260,725,4,346500,348500,364374,051910,0.5
2020-05-16,11037,262,730,4,0,0,0,0,0.0
2020-05-17,11050,262,735,4,0,0,0,0,0.43
2020-05-18,11065,263,736,4,354000,349500,408948,051910,0.5
2020-05-19,11078,263,742,4,357000,363500,395494,051910,0.5
2020-05-20,11110,263,752,4,362500,352500,358098,051910,0.5
2020-05-21,11122,264,756,4,377500,367000,1033430,051910,0.5
2020-05-22,11142,264,758,4,377000,382000,504011,051910,0.5
2020-05-23,11165,266,762,4,0,0,0,0,0.5
2020-05-24,11190,266,768,4,0,0,0,0,0.5
2020-05-25,11206,267,774,4,389500,380000,505854,051910,0.0
2020-05-26,11225,269,783,4,414000,398500,958956,051910,0.4984782608695652
2020-05-27,11265,269,802,4,395500,406000,622426,051910,0.5
2020-05-28,11344,269,826,4,388500,403000,842769,051910,0.5
2020-05-29,11402,269,846,4,390500,381500,526505,051910,0.5
2020-05-30,11441,269,855,4,0,0,0,0,0.0
2020-05-31,11468,270,861,4,0,0,0,0,0.0
2020-06-01,11503,271,862,4,396000,391000,401656,051910,0.5
2020-06-02,11541,272,876,4,395000,400000,390982,051910,0.5
2020-06-03,11590,273,895,4,400500,399000,474692,051910,0.5
2020-06-04,11629,273,909,4,417500,400500,966577,051910,0.5
2020-06-05,11668,273,924,4,434000,421500,865564,051910,0.4742105263157895
2020-06-06,11719,273,947,4,0,0,0,0,0.0
2020-06-07,11776,273,974,4,0,0,0,0,0.5
2020-06-08,11814,273,996,4,434000,440000,684281,051910,0.4904545454545454
2020-06-09,11852,274,1015,4,432500,439000,609988,051910,0.5
2020-06-10,11902,276,1027,4,440000,432500,535589,051910,0.4968181818181818
2020-06-11,11947,276,1048,4,463000,447000,1250374,051910,0.4906666666666666
2020-06-12,12003,277,1073,4,462000,436500,1007453,051910,0.4883333333333333
2020-06-13,12051,277,1101,4,0,0,0,0,0.5
2020-06-14,12084,277,1113,4,0,0,0,0,0.0
2020-06-15,12121,277,1120,4,428000,455000,851192,051910,0.4784615384615385
2020-06-16,12155,278,1132,4,487500,445000,1156149,051910,0.4838461538461538
2020-06-17,12198,279,1145,5,491500,484000,1390544,051910,0.4766666666666666
2020-06-18,12257,280,1170,6,491000,491500,509457,051910,0.4944
2020-06-19,12306,280,1188,6,512000,499500,738862,051910,0.4825
2020-06-20,12373,280,1202,6,0,0,0,0,0.5
2020-06-21,12421,280,1219,6,0,0,0,0,0.4824999999999999
2020-06-22,12438,280,1224,6,506000,510000,509229,051910,0.5
2020-06-23,12484,281,1230,6,504000,512000,516968,051910,0.4919230769230769
2020-06-24,12535,281,1241,6,516000,514000,391402,051910,0.4766666666666666
2020-06-25,12563,282,1250,7,499000,506000,551096,051910,0.5
2020-06-26,12602,282,1267,7,501000,508000,473636,051910,0.4825
2020-06-27,12653,282,1284,7,0,0,0,0,0.43
2020-06-28,12715,282,1298,7,0,0,0,0,0.5
2020-06-29,12757,282,1305,7,489500,492000,454763,051910,0.5
2020-06-30,12799,282,1312,7,490500,501000,443059,051910,0.5
2020-07-01,12850,282,1321,7,491500,499000,357203,051910,0.5
2020-07-02,12904,282,1334,7,496000,495000,362498,051910,0.4300000000000001
2020-07-03,12967,282,1346,7,507000,509000,443404,051910,0.465
2020-07-04,13030,283,1353,8,0,0,0,0,0.0
2020-07-05,13091,283,1369,8,0,0,0,0,0.0
2020-07-06,13137,284,1372,8,509000,507000,317805,051910,0.4559259259259259
2020-07-07,13181,285,1375,8,516000,525000,630054,051910,0.0
2020-07-08,13244,285,1385,8,513000,518000,358194,051910,0.0
2020-07-09,13293,287,1393,9,539000,515000,819218,051910,0.0
2020-07-10,13338,288,1401,9,529000,544000,470969,051910,0.0
2020-07-11,13373,288,1409,9,0,0,0,0,0.0
2020-07-12,13417,289,1416,9,0,0,0,0,0.0
2020-07-13,13479,289,1429,9,547000,540000,368579,051910,0.0
2020-07-14,13512,289,1436,9,534000,535000,441154,051910,0.0
2020-07-15,13551,289,1442,9,544000,539000,341645,051910,0.0
2020-07-16,13612,291,1449,9,523000,547000,504937,051910,0.0
2020-07-17,13672,293,1458,9,516000,516000,540426,051910,0.0
2020-07-18,13711,294,1464,9,0,0,0,0,0.0
2020-07-19,13745,295,1474,10,0,0,0,0,0.0
2020-07-20,13771,296,1477,10,511000,518000,318383,051910,0.0
2020-07-21,13816,296,1498,10,531000,525000,489307,051910,0.0
2020-07-22,13879,297,1514,11,527000,524000,332150,051910,0.0
2020-07-23,13938,297,1526,11,532000,535000,270382,051910,0.0
2020-07-24,13979,298,1547,11,516000,521000,406633,051910,0.0
2020-07-25,14092,298,1558,11,0,0,0,0,0.0
2020-07-26,14150,298,1565,11,0,0,0,0,0.0
2020-07-27,14175,299,1574,11,517000,509000,257568,051910,0.0
2020-07-28,14203,300,1580,11,528000,526000,372041,051910,0.0
2020-07-29,14251,300,1589,11,527000,527000,315710,051910,0.0
2020-07-30,14269,300,1592,11,530000,530000,244581,051910,0.0
2020-07-31,14305,301,1600,11,568000,541000,1376453,051910,0.0
2020-08-01,14336,301,1602,11,0,0,0,0,0.0
2020-08-02,14366,301,1607,11,0,0,0,0,0.0
2020-08-03,14389,301,1612,11,635000,578000,1715295,051910,0.0
2020-08-04,14423,301,1621,11,642000,652000,894736,051910,0.0
2020-08-05,14456,302,1627,12,670000,640000,917661,051910,0.0
2020-08-06,14499,302,1636,12,680000,672000,634951,051910,0.0
2020-08-07,14519,303,1645,13,746000,680000,1399982,051910,0.0
2020-08-08,14562,304,1662,13,0,0,0,0,0.0
2020-08-09,14598,305,1675,13,0,0,0,0,0.0
2020-08-10,14626,305,1688,13,720000,747000,1035305,051910,0.0
2020-08-11,14660,305,1694,13,758000,715000,1087515,051910,0.0
2020-08-12,14714,305,1709,13,741000,746000,673527,051910,0.0
2020-08-13,14770,305,1735,13,737000,758000,970866,051910,0.0
2020-08-14,14873,305,1767,13,700000,716000,1160403,051910,0.0
2020-08-15,15039,305,1841,13,0,0,0,0,0.0
2020-08-16,15318,305,1987,13,0,0,0,0,0.0
2020-08-17,15515,305,2077,13,0,0,0,0,0.0
2020-08-18,15761,306,2209,14,690000,689000,1051815,051910,0.0
2020-08-19,16058,306,2360,14,683000,708000,746732,051910,0.0
2020-08-20,16346,307,2495,15,667000,681000,841507,051910,0.0
2020-08-21,16670,309,2621,16,699000,676000,1078744,051910,0.0
2020-08-22,17002,309,2749,16,0,0,0,0,0.0
2020-08-23,17399,309,2889,16,0,0,0,0,0.0
2020-08-24,17665,309,2986,16,702000,695000,574924,051910,0.0
2020-08-25,17945,310,3120,16,713000,712000,450237,051910,0.0
2020-08-26,18265,312,3232,17,757000,718000,1094918,051910,0.0
2020-08-27,18706,313,3386,17,762000,774000,1060767,051910,0.0
2020-08-28,19077,316,3532,19,759000,767000,496857,051910,0.0
2020-08-29,19400,321,3657,20,0,0,0,0,0.0
2020-08-30,19699,323,3773,22,0,0,0,0,0.0
2020-08-31,19947,324,3867,23,740000,763000,835300,051910,0.0
2020-09-01,20182,324,3961,23,743000,741000,645681,051910,0.0
2020-09-02,20449,326,4062,24,742000,743000,462821,051910,0.0
2020-09-03,20644,329,4131,24,768000,756000,690256,051910,0.0
2020-09-04,20842,331,4201,24,743000,734000,773517,051910,0.0
2020-09-05,21010,333,4251,25,0,0,0,0,0.0
2020-09-06,21177,334,4314,26,0,0,0,0,0.0
2020-09-07,21296,336,4362,28,720000,743000,635302,051910,0.0
2020-09-08,21432,341,4429,32,709000,720000,811834,051910,0.0
2020-09-09,21588,344,4478,32,699000,682000,575376,051910,0.0
2020-09-10,21743,346,4526,32,713000,716000,541097,051910,0.0
2020-09-11,21919,350,4589,34,705000,707000,361882,051910,0.0
2020-09-12,22055,355,4639,35,0,0,0,0,0.0
2020-09-13,22176,358,4670,38,0,0,0,0,0.0
2020-09-14,22285,363,4711,40,712000,707000,327850,051910,0.0
2020-09-15,22391,367,4743,42,726000,722000,435166,051910,0.0
2020-09-16,22504,367,4794,42,687000,730000,958233,051910,0.0
2020-09-17,22657,372,4857,43,645000,671000,3408145,051910,0.0
2020-09-18,22783,377,4904,46,666000,653000,1775061,051910,0.0
2020-09-19,22893,378,4944,46,0,0,0,0,0.0
2020-09-20,22975,383,4972,47,0,0,0,0,0.0
2020-09-21,23045,385,4995,48,627000,656000,1239438,051910,0.0
2020-09-22,23106,388,5016,49,639000,646000,1209481,051910,0.0
2020-09-23,23216,388,5056,49,630000,660000,1271568,051910,0.0
2020-09-24,23341,393,5095,50,611000,619000,872924,051910,0.0
2020-09-25,23455,395,5152,52,627000,621000,493489,051910,0.0
2020-09-26,23516,399,5178,53,0,0,0,0,0.0
2020-09-27,23611,401,5212,53,0,0,0,0,0.0
2020-09-28,23661,406,5231,54,626000,636000,367111,051910,0.0
2020-09-29,23699,407,5242,54,654000,659000,677451,051910,0.0
2020-09-30,23812,413,5293,56,0,0,0,0,0.0
2020-10-01,23889,415,5323,57,0,0,0,0,0.0
2020-10-02,23952,416,5334,57,0,0,0,0,0.0
2020-10-03,24027,420,5360,59,0,0,0,0,0.0
2020-10-04,24091,421,5376,60,0,0,0,0,0.0
2020-10-05,24164,422,5395,61,659000,670000,443499,051910,0.0
2020-10-06,24239,422,5410,61,674000,659000,451956,051910,0.0
2020-10-07,24353,425,5443,61,680000,673000,294545,051910,0.0
2020-10-08,24422,427,5463,62,692000,684000,564700,051910,0.0
2020-10-09,24476,428,5485,62,0,0,0,0,0.0
2020-10-10,24548,430,5510,63,0,0,0,0,0.0
2020-10-11,24606,432,5533,64,0,0,0,0,0.0
2020-10-12,24703,433,5564,64,672000,680000,551057,051910,0.0
2020-10-13,24794,434,5584,65,644000,675000,678451,051910,0.0
2020-10-14,24878,438,5607,66,628000,642000,725349,051910,0.0
2020-10-15,24988,439,5632,66,637000,636000,531454,051910,0.0
